H2O.spc.Nishihara.MOL H3O+ Total 7 -0.885918E+02
H2O.spce.Nishihara.MOL H3O+ Total 7 -0.896367E+02
H2O.spce.Chuev.MOL H3O+ Total 7 -0.845406E+02
H2O.spce.Matsugami.MOL H3O+ Total 7 -0.899075E+02
H2O.tip5p.Nishihara.MOL H3O+ Total 7 -0.115755E+03
