H2O.spc.Nishihara.MOL H3O+ Total 7 -0.903193E+02
H2O.spce.Nishihara.MOL H3O+ Total 7 -0.911229E+02
H2O.spce.Chuev.MOL H3O+ Total 7 -0.865377E+02
H2O.spce.Matsugami.MOL H3O+ Total 7 -0.913721E+02
H2O.tip5p.Nishihara.MOL H3O+ Total 7 -0.116024E+03
