H2O.spc.Nishihara.MOL H3O+ Total 7 -0.887033E+02
H2O.spce.Nishihara.MOL H3O+ Total 7 -0.897396E+02
H2O.spce.Chuev.MOL H3O+ Total 7 -0.846449E+02
H2O.spce.Matsugami.MOL H3O+ Total 7 -0.900101E+02
H2O.tip5p.Nishihara.MOL H3O+ Total 7 -0.115860E+03
