    #         X           Y           Z        CHARGE     ATOM    DISTANCE
  -------------------------------------------------------------------------
    1      5.0000      5.0000      5.2857      7.1866       1      0.0119
    2      5.0000      4.2143      4.7143      0.4065       3      0.0212
    3      5.0000      5.7857      4.7143      0.4065       2      0.0212
  -------------------------------------------------------------------------
