H2O.spc.Nishihara.MOL H3O+ Total 7 -0.833532E+02
H2O.spce.Nishihara.MOL H3O+ Total 7 -0.842621E+02
H2O.spce.Chuev.MOL H3O+ Total 7 -0.795466E+02
H2O.spce.Matsugami.MOL H3O+ Total 7 -0.845092E+02
H2O.tip5p.Nishihara.MOL H3O+ Total 7 -0.108588E+03
