H2O.spc.Nishihara.MOL H3O+ Total 7 -0.839995E+02
H2O.spce.Nishihara.MOL H3O+ Total 7 -0.851655E+02
H2O.spce.Chuev.MOL H3O+ Total 7 -0.807550E+02
H2O.spce.Matsugami.MOL H3O+ Total 7 -0.853967E+02
H2O.tip5p.Nishihara.MOL H3O+ Total 7 -0.108706E+03
